1	0	0	0	1	0	0	0	1	0	0	0	
1	-4.26572e-08	0.000381337	-4.26572e-08	1	0.000223724	-0.000381337	-0.000223724	1	-0.000150801	-8.84728e-05	0.790909	
1	-1.71732e-07	0.000765119	-1.71748e-07	1	0.000448923	-0.000765119	-0.000448923	1	-0.000604172	-0.000354474	1.58182	
0.999999	-3.88884e-07	0.00115133	-3.88946e-07	1	0.00067559	-0.00115133	-0.00067559	0.999999	-0.00136204	-0.000799169	2.37273	
0.999999	-6.95771e-07	0.00153997	-6.95927e-07	1	0.000903718	-0.00153997	-0.000903718	0.999998	-0.00242633	-0.00142371	3.16363	
0.999998	-1.09405e-06	0.00193101	-1.09437e-06	0.999999	0.0011333	-0.00193101	-0.0011333	0.999997	-0.00379894	-0.00222926	3.95454	
0.999997	-1.58539e-06	0.00232445	-1.58594e-06	0.999999	0.00136433	-0.00232445	-0.00136433	0.999996	-0.00548178	-0.00321696	4.74545	
0.999996	-2.17143e-06	0.00272027	-2.17231e-06	0.999999	0.0015968	-0.00272027	-0.0015968	0.999995	-0.00747674	-0.00438796	5.53635	
0.999995	-2.85383e-06	0.00311846	-2.85517e-06	0.999998	0.00183071	-0.00311846	-0.00183071	0.999993	-0.00978569	-0.00574338	6.32726	
0.999994	-3.63425e-06	0.00351901	-3.63618e-06	0.999998	0.00206604	-0.00351901	-0.00206604	0.999992	-0.0124105	-0.00728437	7.11816	
0.999992	-4.51435e-06	0.0039219	-4.51701e-06	0.999997	0.00230279	-0.0039219	-0.00230279	0.99999	-0.015353	-0.00901204	7.90906	
0.999991	-5.49576e-06	0.00432712	-5.49934e-06	0.999997	0.00254095	-0.00432712	-0.00254095	0.999987	-0.0186152	-0.0109275	8.69996	
0.999989	-6.58015e-06	0.00473467	-6.58482e-06	0.999996	0.00278053	-0.00473467	-0.00278053	0.999985	-0.0221987	-0.0130319	9.49086	
0.999987	-7.76914e-06	0.00514452	-7.77513e-06	0.999995	0.00302149	-0.00514452	-0.00302149	0.999982	-0.0261055	-0.0153264	10.2818	
0.999985	-9.0644e-06	0.00555666	-9.07192e-06	0.999995	0.00326385	-0.00555666	-0.00326385	0.999979	-0.0303373	-0.0178119	11.0727	
0.999982	-1.04676e-05	0.00597108	-1.04769e-05	0.999994	0.0035076	-0.00597108	-0.0035076	0.999976	-0.034896	-0.0204897	11.8635	
0.99998	-1.19802e-05	0.00638777	-1.19916e-05	0.999993	0.00375272	-0.00638777	-0.00375272	0.999973	-0.0397834	-0.0233609	12.6544	
0.999977	-1.36041e-05	0.00680672	-1.36178e-05	0.999992	0.00399921	-0.00680672	-0.00399921	0.999969	-0.0450012	-0.0264264	13.4453	
