1	0	0	0	1	0	0	0	1	0	0	0	
0.999994	1.16698e-07	0.00334931	1.16698e-07	1	-6.9685e-05	-0.00334931	6.9685e-05	0.999994	-0.001585	3.29772e-05	0.946463	
0.999978	4.66668e-07	0.00670585	4.64395e-07	1	-0.000138842	-0.00670585	0.000138842	0.999978	-0.00634343	0.000131659	1.89292	
0.999949	1.04912e-06	0.0100695	1.04001e-06	1	-0.000207465	-0.0100695	0.000207465	0.999949	-0.0142821	0.000295543	2.83935	
0.99991	1.8632e-06	0.0134401	1.84037e-06	1	-0.000275549	-0.0134401	0.000275549	0.99991	-0.0254076	0.000524121	3.78574	
0.999859	2.90802e-06	0.0168175	2.86227e-06	1	-0.000343088	-0.0168175	0.000343087	0.999859	-0.0397265	0.00081688	4.7321	
0.999796	4.18263e-06	0.0202016	4.10241e-06	1	-0.000410076	-0.0202016	0.000410075	0.999796	-0.0572451	0.0011733	5.6784	
0.999722	5.68604e-06	0.0235923	5.55743e-06	1	-0.000476509	-0.0235923	0.000476507	0.999722	-0.0779699	0.00159286	6.62464	
0.999636	7.4172e-06	0.0269893	7.2239e-06	1	-0.00054238	-0.0269893	0.000542377	0.999636	-0.101907	0.00207503	7.5708	
0.999538	9.37501e-06	0.0303926	9.09833e-06	1	-0.000607684	-0.0303926	0.00060768	0.999538	-0.129062	0.00261928	8.51688	
0.999429	1.15583e-05	0.0338021	1.11772e-05	1	-0.000672417	-0.0338021	0.000672411	0.999428	-0.159441	0.00322506	9.46285	
0.999307	1.3966e-05	0.0372175	1.34568e-05	1	-0.000736573	-0.0372175	0.000736564	0.999307	-0.19305	0.00389183	10.4087	
0.999174	1.65967e-05	0.0406388	1.59335e-05	1	-0.000800147	-0.0406388	0.000800134	0.999174	-0.229894	0.00461904	11.3545	
0.999029	1.94492e-05	0.0440657	1.86035e-05	1	-0.000863135	-0.0440657	0.000863116	0.999028	-0.269979	0.00540615	12.3001	
0.998871	2.25222e-05	0.0474983	2.14631e-05	1	-0.000925531	-0.0474983	0.000925505	0.998871	-0.31331	0.00625258	13.2456	
0.998702	2.58143e-05	0.0509362	2.45084e-05	1	-0.00098733	-0.0509362	0.000987297	0.998701	-0.359892	0.00715778	14.1909	
0.99852	2.9324e-05	0.0543795	2.77355e-05	0.999999	-0.00104853	-0.0543795	0.00104848	0.99852	-0.409731	0.00812118	15.136	
